heart_cond	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS
studyID	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1
sampleID	NM-1	NM-10	NM-11	NM-12	NM-13	NM-14	NM-15	NM-16	NM-17	NM-18	NM-19	NM-2	NM-20	NM-21	NM-22	NM-23	NM-24	NM-3	NM-4	NM-5	NM-6	NM-7	NM-8	NM-9	PD-1	PD-10	PD-11	PD-12	PD-13	PD-14	PD-15	PD-16	PD-17	PD-18	PD-19	PD-2	PD-20	PD-3	PD-4	PD-5	PD-6	PD-7	PD-8	PD-9	PN-10	PN-11	PN-12	PN-13	PN-14	PN-15	PN-16	PN-17	PN-18	PN-19	PN-2	PN-20	PN-3	PN-5	PN-6	PN-7	PN-8	PN-9	RD-1	RD-10	RD-11	RD-12	RD-13	RD-14	RD-15	RD-17	RD-18	RD-19	RD-2	RD-4	RD-5	RD-6	RD-8	RN-1	RN-10	RN-12	RN-13	RN-14	RN-15	RN-16	RN-17	RN-18	RN-19	RN-20	RN-21	RN-3	RN-4	RN-5	RN-6	RN-7	RN-8
3,4-dihydroxyhydrocinnamic acid	0.00048222	0.00528522	0.001783816	0.023189401	0.871367679	0.018625259	0.024631164	0.001926781	0.062932916	0.000782197	0.035844671	0.038692786	0.007510826	0.006214747	0.001927879	0.042020193	0.008615365	0.038795584	0.002057189	0.020116645	0.008017943	0.024974218	0.259648389	0.007319247	0.00366325	0.000698744	0.002101215	0.001299049	0.005039172	0.000773728	0.001928219	0.001653286	0.000563031	0.004417122	0.000543606	0.001414869	0.00113874	0.001373961	0.001993512	0.032500564	0.005773926	0.001356471	0.00137804	0.000938206	0.003289658	0.007637182	0.001048379	0.000652992	0.001282718	0.001379916	0.002379831	0.001367146	0.002659995	0.005298763	0.000844587	0.288558209	0.012276426	0.01036302	0.001614543	0.000926969	0.002074873	0.001023199	0.001515565	0.019256352	0.000961928	0.002258116	0.023649419	0.004052018	0.001952609	0.220667825	0.001958348	0.018276823	0.008391736	0.015030502	0.000993883	0.001102742	0.017841515	0.002909207	0.006210853	0.003533704	0.00145984	0.000755882	0.001375514	0.001986388	0.000989462	0.000871198	0.002539347	0.005518932	0.002639832	0.000860854	0.001123743	0.010432989	0.051919666	0.011748022	0.002414368
2,5-dihydroxy-mandelate	0.000489959	0.014265687	0.000341347	0.008518919	0.001567528	0.002004777	0.002003616	0.022937676	0.001527857	0.002172547	0.001018081	0.001834567	0.007572359	0.001797505	0.001335979	0.000763796	0.003607679	0.0011517	0.005029683	0.002529054	0.000746002	0.001646979	0.000500592	0.019325037	0.000660847	0.001164607	0.012299915	0.001294911	0.000631748	0.00064509	0.001110385	0.001856101	0.000566541	0.006449765	0.001040426	0.002801689	0.001228768	0.004847588	0.005931731	0.003558472	0.00161347	0.000567329	0.001246338	0.005118294	0.000712542	0.001367866	0.001128189	0.001250278	0.000976466	0.003170044	0.000482164	0.001310052	0.000565733	0.002538516	0.000420669	0.001971778	0.000785882	0.002332421	0.002859692	0.005649362	0.001155517	0.001714498	0.005305943	0.00077236	0.000753154	0.000672879	0.001600413	0.001072658	0.00183909	0.000672908	0.001412365	0.000722261	0.000563733	0.000886224	0.000583542	0.002605311	0.00073729	0.001453555	0.000879126	0.000877042	0.000840399	0.000455375	0.001004615	0.000684543	0.000702844	0.000465214	0.00110543	0.00650539	0.001206602	0.002005133	0.001178525	0.000692669	0.001127587	0.001067922	0.000853797
Oxazepam	0.000504794	0.000716045	0.000502512	0.002287984	0.00096889	0.000203112	0.000369188	0.000374546	0.000722839	0.000701893	0.000864358	0.000260516	0.001274454	0.000693006	0.000483198	0.000708184	0.000858317	0.000687365	0.0018687	0.000514413	0.00017012	0.000256366	0.001036726	0.00028561	0.000312065	0.000704933	0.00120035	0.000362343	0.000583205	0.00026256	0.000158844	0.000174012	0.000582572	0.000653937	0.000448181	0.000254681	0.000938856	5.34006e-05	0.000249776	0.00187124	0.001979546	0.00070412	0.000378776	0.000494629	0.000489528	0.000111001	0.000117516	0.000252534	6.94027e-05	0.001493611	0.000305208	0.000443974	3.9417e-05	0.000353752	0.000437518	0.00058038	0.000214401	0.001024197	3.33515e-05	0.000735994	0.001831088	0.000369438	0.000609972	0.000219989	0.000519517	0.000384779	0.000432503	0.000414617	0.659599569	0.001444392	0.000317632	0.000565469	0.000592943	0.000760776	0.000355636	9.69258e-05	0.000590517	8.41795e-05	0.000444098	0.000471168	0.000875283	0.000756727	0.001197173	0.001069855	0.00053538	0.00011265	0.000297529	0.000339241	0.000692673	0.000280052	0.000905601	0.000499409	0.000610592	0.00021735	0.000192393
Indole-3-acetate	0.000505821	0.001332126	0.000830751	0.00235543	0.003206437	0.003451694	0.00222714	0.002864007	0.002475395	0.00065396	0.001260507	0.004217849	0.000619059	0.002874719	0.001866479	0.002191121	0.00159722	0.002558162	0.001562457	0.001314513	0.001319981	0.003111719	0.001879077	0.003804834	0.003245917	0.001594213	0.007978248	0.001650355	0.002274432	0.000954525	0.000810304	0.000692018	0.000941496	0.002732536	0.004158486	0.002568795	0.004595174	0.001490271	0.012514548	0.007019118	0.011081164	0.001461161	0.004879721	0.003659101	0.002181587	0.002143172	0.003891374	0.003073982	0.001747299	0.001524791	0.001106007	0.000931118	0.000604539	0.001112759	0.00117685	0.002550716	0.000759344	0.000845931	0.003841893	0.003551589	0.019777909	0.004297276	0.002521738	0.001306799	0.000919888	0.001832932	0.000990246	0.001382345	0.016487759	0.002556733	0.004185752	0.004930914	0.001544198	0.00167992	0.000864539	0.001096854	0.001446822	0.002835835	0.002954991	0.001221506	0.002181782	0.00041016	0.002623995	0.001070696	0.001705199	0.001106207	0.002111715	0.005224572	0.002787055	0.001258148	0.004274569	0.001230481	0.002449444	0.001119017	0.001479964
1,2,3-butanetriol	0.00052284	0.003329446	0.000527773	0.003711872	0.003981379	0.000602461	0.008873882	0.000855506	0.001677017	0.00183334	0.003481881	0.002256295	0.000236889	0.00035122	0.001997081	0.004166437	0.000308841	0.004690374	0.000406098	0.008124058	0.000768569	0.01030393	0.002649754	0.00099051	0.001087357	0.002369494	0.000580437	0.002223242	0.000313924	0.000990599	0.000534434	0.000484256	0.000988531	0.009443258	0.001659785	0.000756519	0.005445571	0.002809071	0.001227595	0.002163716	0.000296627	0.005707605	0.001071467	0.000654571	6.70439e-05	0.00150317	0.00144207	0.001426077	0.002460859	0.001220307	0.002576001	0.000217144	0.000192864	0.002848875	0.001097987	0.002320803	0.008300213	0.000743611	0.004626367	0.003779243	0.001035362	0.002711766	0.001114858	0.001501811	0.002201737	0.002103667	0.007385171	0.002131941	0.004021431	0.002052437	0.000562772	0.00310363	0.000489427	0.000688915	0.000738127	0.000862938	0.001384016	0.000501061	0.000104327	0.001146281	0.00136859	0.001944503	0.001485508	0.002509844	0.000623237	0.00048239	0.000267704	0.001278859	0.003187763	0.000300446	0.001730837	0.000772014	0.005241517	0.000732251	0.002686233
Citramalic acid	0.000527945	0.006290607	0.000446261	0.008511102	0.001144827	0.000980607	0.000597596	0.001677067	0.002594147	0.00061339	0.000704103	0.001391519	0.00051769	0.005518227	0.000800999	0.000829028	0.00071987	0.000642943	0.00075198	0.000569653	0.000591271	0.000766152	0.005528139	0.002266303	0.002946792	0.001343523	0.001955389	0.001200336	0.001262177	0.023061232	0.001184572	0.001213377	0.001420006	0.000722351	0.000461857	0.000417701	0.002448169	0.00088907	0.000676745	0.000438511	0.000426897	0.001416385	0.003076971	0.000424105	0.000644345	0.001675439	0.001554902	0.000391167	0.001009358	0.000892471	0.001062006	0.0013672	0.000792645	0.001029777	7.60113e-05	0.000719857	0.000979361	0.000525795	0.000377546	0.004263224	0.001564924	0.000555088	0.000714602	0.014510646	0.000516112	0.001478417	0.018733527	0.001644028	0.002900454	0.002470808	0.000218493	0.000772538	0.001570834	0.000330506	0.006032283	0.00098527	0.014913199	0.001493467	0.000565228	0.000635906	0.000694637	0.001488488	0.000831839	0.001913868	0.001636498	0.001563081	0.001241149	0.000896974	0.0002876	0.000331037	0.000559201	0.000435101	0.000631076	0.000425139	0.01700776
4-hydroxy-3-methoxyphenylglycol	0.000532315	0.000570706	0.000574863	0.000839178	0.008463758	0.000672486	0.000811594	0.000470932	0.00516206	0.000421345	0.000745038	0.000625373	0.000371142	0.000942871	0.000709901	0.000747723	0.00061788	0.000826273	0.000471947	0.001050825	0.000493648	0.002209123	0.005969877	0.00065685	0.000393095	0.001132491	0.000433621	0.000906342	0.0033617	0.000547061	0.000463312	0.000581744	0.007284351	0.000765639	0.006789823	0.000604692	0.000891021	0.001106743	0.000645108	0.017735329	0.00040679	0.000623038	0.000711229	0.000582079	0.000643936	0.000907327	0.000407712	0.000371006	0.000935725	0.000393203	0.000453548	0.000462496	0.00047001	0.000274794	0.001193869	0.006395582	0.000374508	0.000851736	0.000796721	0.000860189	0.000702542	0.001929506	0.000682134	0.001095381	0.003430795	0.000497953	0.000356457	0.000743415	0.002463862	0.00917027	0.00041309	0.000598803	0.003031619	0.000659549	0.00100736	0.000402519	0.000842387	0.000659433	0.026452308	0.000380045	0.0021627	0.000568988	0.001915742	0.000731194	0.000539552	0.000412439	0.000675556	0.000525534	0.000748286	0.00052703	0.000821287	0.002183373	0.000784602	0.002317646	0.001894277
Hydroquinone	0.000533787	0.000476651	0.000473214	0.000527775	0.000785081	0.000800692	0.000708902	0.000892412	0.000163857	0.000711026	0.000914141	0.001035365	0.00058895	0.00056363	0.000557388	0.000768171	0.000529856	0.000982235	0.000991508	0.000609546	0.00083271	0.000835965	0.000756128	0.001086174	0.000930237	0.001569668	0.001684839	0.001225436	0.00195694	0.001290576	0.000782469	0.00108311	0.001139232	0.001284823	0.00148994	0.001164543	0.001882107	0.000841568	0.001502565	0.001626144	0.001888019	0.001442746	0.001352861	0.001812769	0.00113146	0.001051631	0.001377248	0.001650432	0.001573024	0.00080908	0.001105299	0.000659808	0.000820716	0.000747642	0.001153809	0.001290623	0.000908203	0.001112659	0.001677882	0.001630231	0.00146107	0.001834775	0.000799248	0.00053779	0.000849979	0.000796993	0.000954296	0.000553502	0.001728779	0.001144022	0.001094234	0.00139651	0.000912968	0.000760965	0.000774945	0.00089197	0.000836121	0.00126986	6.57339e-05	0.000771578	0.000935053	0.000485935	0.000966186	0.00069069	0.000946795	0.000950951	0.000769392	0.000788421	0.00084694	0.000958371	0.001316364	0.000806832	0.001106574	0.000602481	0.000846615
7-methylguanine	0.00054158	0.000243694	0.000847443	0.01122321	0.00033982	0.003886483	0.000833977	0.001242777	0.001844981	0.000409938	0.000194348	0.029795302	0.000583581	0.012773391	0.008460802	0.010902349	0.004089278	0.010198817	0.003380395	0.009414563	0.000403482	0.012202141	0.000139385	0.003722534	0.0126436	0.063177523	0.013602002	0.039148927	0.028539357	0.014753083	0.001504909	0.001838253	0.021237498	0.032203681	0.037558778	0.019188726	0.026432749	0.041651356	0.020276552	0.021855659	0.025182737	0.049710722	0.021556234	0.028665762	0.014578553	0.012273313	0.019226717	0.011249041	0.011426438	0.018021132	0.007167608	0.007741564	0.003786068	0.000174716	0.008057927	0.026590217	0.026397666	0.006042109	0.055365298	0.036396479	0.01045971	0.022221342	0.023720836	0.000291922	0.010651933	0.01490602	0.013173263	0.00026195	0.044754021	0.008903943	0.005285138	0.015233166	0.012894615	0.012104787	0.013983508	0.005270029	0.010561109	0.010246772	0.011017354	0.003531229	0.017050214	0.000282916	0.014231076	0.000361875	0.00456493	0.00341545	0.009820166	0.000183312	0.010132288	0.00022143	0.016340731	0.000297825	0.0139625	0.000173534	0.012542585
2-hydroxy-2-pentenoic acid	0.000549947	0.000760098	0.000852354	0.001331838	0.002903876	0.00217114	0.000747338	0.000852735	0.001731398	0.000993209	0.000364694	0.00198029	0.003528341	0.001242764	0.001234932	0.000868098	0.004336785	0.001190664	0.003402541	0.000407	0.000975782	0.000748451	0.001815655	0.000998681	0.000500004	0.000451707	0.000680371	0.000815837	0.000921662	0.00023477	0.000695201	0.000314357	0.000514702	0.00063123	0.000546411	0.000655484	0.001052605	0.000204059	0.000685273	0.001148648	0.000219796	0.000342183	0.000376368	0.00050481	0.000423528	0.000178873	0.000118781	0.000671079	0.000523454	0.000476272	0.000585833	0.000750807	0.001915939	0.000677202	0.001122771	0.001000371	0.000341487	0.000843596	0.00027722	0.000786219	0.000602435	0.000598959	0.000928092	0.001703422	0.000558596	0.000631817	0.002012089	0.000797568	0.001544674	0.002390178	0.001410941	0.001010784	0.000864404	0.000886789	0.000525111	0.001374064	0.00181353	0.003947289	0.000111579	0.001012006	0.000707691	0.000953501	0.000785248	0.000985151	0.001227154	0.001203977	0.000612098	0.000842808	0.001430077	0.000754909	0.000756236	0.000901209	0.005600196	0.001072147	0.001363513
Mandelonitrile	0.00055646	0.033456202	0.000587407	0.059827242	0.009471902	0.038514835	0.005665278	0.002064425	0.025665182	0.010607656	0.004247794	0.016616068	0.000835488	0.026928169	0.011992656	0.005554067	0.001144713	0.013087797	0.009537009	0.004209461	0.001242139	0.006309454	0.009416588	0.002602831	0.002344395	0.03637463	0.005342819	0.036565961	0.001541969	0.010201806	0.002439009	0.002516368	0.003023097	0.004002823	0.027066808	0.003570646	0.009522873	0.019198073	0.007785445	0.003351692	0.00798416	0.003656435	0.002793224	0.003310185	0.018794465	0.011601663	0.011443154	0.000741883	0.003709408	0.023287625	0.003230907	0.002226484	0.000522074	0.004995212	0.006013161	0.005864784	0.037906959	0.000969889	0.007972069	0.001829257	0.008695475	0.031341938	0.003572477	0.005707541	0.004530022	0.005788743	0.010091853	0.006069405	0.006786019	0.004153583	0.028466194	0.002079118	0.002451109	0.012325763	0.05637815	0.003106777	0.005021908	0.025876393	0.005344993	0.007061465	0.00362874	0.002437838	0.004424903	0.003726688	0.018134428	0.017501618	0.007890453	0.004892022	0.002982144	0.001375941	0.043266555	0.008231314	0.003066086	0.008326164	0.041047716
L-asparagine	0.000556566	0.011761769	0.000500619	0.010902454	0.000475288	0.001036209	0.001588134	0.00099486	0.000678361	0.001328884	0.001266924	0.020843753	0.001689757	0.003724727	0.001273679	0.001514451	0.001553169	0.054127899	0.001094721	0.002854551	0.000855716	0.003587137	0.000407102	0.001817598	0.000591161	0.003295833	0.001382069	0.001111752	0.003036763	0.012168289	0.001788685	0.00209875	0.000673156	0.000612464	0.051372508	0.000406713	0.012851533	0.024660919	0.00465499	0.000575347	0.001487059	0.000930103	0.000776981	0.000366626	0.004822499	0.001850432	0.002061101	0.000842151	0.000407653	0.002714986	0.0002699	0.001142982	0.00044616	0.000364016	0.009449205	0.003857425	0.001726086	0.000813527	0.156179572	0.003619069	0.001799038	0.159896083	0.002999634	0.00010117	0.004719601	0.000859034	0.000774763	0.00071782	0.0059904	0.001270923	0.001955764	0.000623139	0.003301959	0.001513667	0.000447921	0.001182055	0.000420754	0.001062411	0.266782744	0.000560132	0.001402741	0.000498001	0.001752318	0.000655501	0.00098236	0.000945119	0.000862655	0.000302168	0.004406891	0.001002491	0.022710312	0.000227693	0.000713297	0.000242533	0.00430835
Urocanic acid	0.000580101	0.014560311	0.000475845	0.022385065	0.002446819	0.019582741	0.004338827	0.008752665	0.001022584	0.008962094	0.005699737	0.020107104	0.004396159	0.015131503	0.017097619	0.012189618	0.006256836	0.007398265	0.006527898	0.007229637	0.004096701	0.011991443	0.001087568	0.023306685	0.003161963	0.059812903	0.003737567	0.051871565	0.014570031	0.035941708	0.006026381	0.00796783	0.008813894	0.004750637	0.030086707	0.004007782	0.008915877	0.05453046	0.008091346	0.004429643	0.019447251	0.020257872	0.003661134	0.003684284	0.069810882	0.016472816	0.017613248	0.011748875	0.016449289	0.033078716	0.013811439	0.006794027	0.000520014	0.004313915	0.006818323	0.022582912	0.010275332	0.0055321	0.03569018	0.021015689	0.020479418	0.005687837	0.003725384	0.002606001	0.001778337	0.0078326	0.000556726	0.004275384	0.029412259	0.000856337	0.026840875	0.005703114	0.016540656	0.007599754	0.001790354	0.017852009	0.00239031	0.011348276	0.011417648	0.004855718	0.016817159	0.000409576	0.016661586	0.000157222	0.010093798	0.00899568	0.012228838	0.005095819	0.032845089	0.013628042	0.033379208	0.000409398	0.016112158	0.000406254	0.029756407
(s)-3,4-dihydroxybutyric acid	0.000586275	0.001211769	0.000717514	0.001651359	0.002097305	0.001582103	0.001698642	0.000688849	0.001007212	0.000204672	0.000538318	0.002229369	0.000602512	0.001087328	0.000273729	0.000643724	0.000793548	0.000839155	0.001277155	0.001360559	0.000871717	0.002199906	0.002101974	0.000878322	0.000586315	0.001068518	0.000965085	0.000925145	0.000244996	0.001071113	0.0004115	0.000421549	0.003154849	0.000789343	0.000585693	0.00068414	0.001263768	0.004482163	0.000636869	0.003825962	0.000690165	0.000243997	0.000645343	0.00069383	0.000605751	0.000250961	0.000252987	0.000509087	0.000187982	0.001445597	0.000202105	0.00059029	0.000332606	0.003122141	0.000448675	0.000768768	0.000456742	0.000412813	0.000469513	0.000700368	0.00319653	0.00088982	0.000666408	0.001000514	0.000719246	0.000317546	0.001111699	0.000319373	0.001030097	0.005155312	0.000724544	0.000933134	0.000669472	0.000752892	0.000523393	0.00075315	0.001043168	0.00190527	0.003391256	0.000648595	0.00042881	0.000840962	0.000475052	0.000958961	0.000753694	0.000813469	0.000499168	0.000520223	0.000405817	0.000668064	0.00063458	0.001075417	0.000821722	0.001185563	0.00108826
3-methylene-2-phenyl-1-hydroxy-cyclopentene	0.000597371	0.00214271	0.001462317	0.006224363	0.007462939	0.005994084	0.003012661	0.003626783	0.006589446	0.003470695	0.004317397	0.005274667	0.003848021	0.006559783	0.007068056	0.00744941	0.007101449	0.005906635	0.004468169	0.001582544	0.003955109	0.004553466	0.005600911	0.00518385	0.003208764	0.001682738	0.001573967	0.003195045	0.002008991	0.001761613	0.002394946	0.001453677	0.0020331	0.002052596	0.002181589	0.0030045	0.002140295	0.002084273	0.002182993	0.002280617	0.001576341	0.001462624	0.001612397	0.001616921	0.002696705	0.004025115	0.00361707	0.002790739	0.003484213	0.002226493	0.004573711	0.003497007	0.003683713	0.003235285	0.001836223	0.004024624	0.002200714	0.001663427	0.00329907	0.00266406	0.0024546	0.00328936	0.006428748	0.00445967	0.00438902	0.003441947	0.003230785	0.004872547	0.005649309	0.002975758	0.003574354	0.004163349	0.004231837	0.003744427	0.003443502	0.003239204	0.002750351	0.004782267	0.005707808	0.014307924	0.005119165	0.002863853	0.005780245	0.003519133	0.004312827	0.003995133	0.004681827	0.00469495	0.005150267	0.004339598	0.006981357	0.004712952	0.005172288	0.004593688	0.004268755
N-acetyl-d-isoleucine	0.000600498	0.001486316	0.000406006	0.001367175	0.001124402	0.000854241	0.00069145	0.000850011	0.001244052	0.00078263	0.000789761	0.000624309	0.000715733	0.001351675	0.001213425	0.001126626	0.000971084	0.001277263	0.000916075	0.000940752	0.000907547	0.001295549	0.000402477	0.001811431	0.000478781	0.001304182	0.001272393	0.001116693	0.000596592	0.00072781	0.000396169	0.000265922	0.000463497	0.00068898	0.000629457	0.000855821	0.000788469	0.000768917	0.001297544	0.000335944	0.000412713	0.001170568	0.000392178	0.000965341	0.000630823	0.000549632	0.000554273	0.000391151	0.000503005	0.000647253	0.000506072	0.000594804	0.000793639	0.00044817	0.000375925	0.001039001	0.000711097	0.000617118	0.000959519	0.000518014	0.000455751	0.000680238	0.00086981	0.000583017	0.000528632	0.000345923	0.001257191	0.000357599	0.001770524	0.000979977	0.001117506	0.000731571	0.000643252	0.000689441	0.001186475	0.001031885	0.000317467	0.00119382	0.000440191	0.001240284	0.001049158	0.000907624	0.00100207	0.000834398	0.001176554	0.00115529	0.001213215	0.000887554	0.002186507	0.000993923	0.001043501	0.000478323	0.000810123	0.000458416	0.001190883
Dihydroxymalonic acid	0.000607793	0.000104388	0.00073121	0.000856891	0.000537243	0.001279804	0.002783072	0.007141393	3.76309e-05	0.000107387	3.24858e-05	0.00060853	0.000604121	6.54663e-05	7.63579e-05	4.34831e-05	0.000527979	0.000861778	0.001128278	0.002530621	0.006536614	0.001584792	5.17851e-05	0.006076627	0.00122099	0.010998102	0.004230154	0.008146078	0.035649428	0.016666694	0.004906447	0.005150227	0.000777948	0.002237778	3.42081e-05	0.000232454	8.03372e-05	0.001963397	0.021972535	0.000688529	0.006673025	0.017419883	0.00175753	0.000569801	0.004267805	0.009173745	0.008015862	0.005753746	0.000301407	0.00067185	7.94522e-05	0.025562528	0.009197622	0.000139764	5.17769e-05	7.48675e-05	7.64585e-05	0.000904085	0.017383062	0.006531298	0.002729149	0.042583305	0.001778666	6.4523e-05	0.004655124	0.001020947	0.001755093	0.001176758	0.002868722	0.000465339	0.000598887	0.000651044	0.000586149	0.000486082	0.005794503	6.24087e-05	0.00010445	0.002091428	0.010429077	0.000614666	0.000667838	0.00089768	0.000678749	0.000830479	0.007633103	0.007548211	0.000683751	0.000807747	0.002417216	0.001123965	0.000573216	2.86119e-05	0.001496393	0.000113451	0.010162553
Spermine	0.000608484	0.011988281	0.00077251	0.021277687	0.003214226	0.007459656	0.033212511	0.00495184	0.007984609	0.004403044	0.026703866	0.034873069	0.010091211	0.024880991	0.007551452	0.034470798	0.012801562	0.013622107	0.001558413	0.024892807	0.001739942	0.048727596	0.00162844	0.008419128	0.009435318	0.010774967	0.009692618	0.010924776	0.009967672	0.030861663	0.000704556	0.000894456	0.005460112	0.006818228	0.008006589	0.000508071	0.016455343	0.092421608	0.003193159	0.00595846	0.008540442	0.11288279	0.011317966	0.000619859	0.035737755	0.004069744	0.004644429	0.02505884	0.008043992	0.00256021	0.007264522	0.039914581	0.000270362	0.007798077	0.003572426	0.034447375	0.03693056	0.003617427	0.01421263	0.06088979	0.002289759	0.026961851	0.014393688	0.003311472	0.053755831	0.010787024	0.002794854	0.010989776	0.023971927	0.012383105	0.021849206	0.005853129	0.008899459	0.011432405	0.049365105	0.009224649	0.004165429	0.013687656	0.001450378	0.004688227	0.023928567	0.006344	0.02486146	0.007256946	0.034587264	0.036082554	0.016365546	0.004947385	0.018887804	0.025962854	0.022076977	0.003482524	0.007745813	0.00320309	0.033809426
Alizarin	0.000609426	0.003016342	0.003392351	0.003406575	0.004136738	0.002417956	0.00248272	0.002604418	0.003645358	0.002953884	0.004803493	0.00160167	0.002761626	0.003604606	0.00346521	0.005742912	0.003411381	0.002384751	0.00148979	0.002450826	0.001784231	0.001845531	0.002048973	0.003037953	0.000366596	0.001202109	0.000222027	0.000818308	0.000746843	0.000612124	0.000302458	0.000613019	9.66071e-05	0.000825086	0.000457694	0.000912233	0.000939393	0.001236871	0.000718482	0.001460879	0.001229215	7.99079e-05	0.000660582	0.0005185	0.000583902	0.000867186	0.000955602	0.000462981	0.000768154	0.000587579	0.001196396	0.000975395	0.000856472	0.000916854	0.000545205	0.000903893	0.000758787	0.000851611	0.000935175	0.000530014	0.000677572	7.35847e-05	0.001075342	0.002480733	0.001137712	0.001169802	0.001427172	0.001463889	0.001605184	0.003268441	0.001398822	0.001804873	0.000931772	0.007976706	0.000814639	0.000772793	0.00194583	0.000489238	0.002510652	0.001104874	0.001838548	0.001293042	0.002070933	0.002495091	0.001048387	0.000730066	0.001582666	0.001424386	0.001452361	0.001196816	0.000981331	0.001412567	0.002025003	0.003755765	0.000315866
